City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
804,Lavrentiya,RU,65.5833,-171.0,50.72,82,100,2.86,overcast clouds
805,Rikitea,PF,-23.1203,-134.9692,74.71,76,57,21.34,light rain
806,Tuktoyaktuk,CA,69.4541,-133.0374,60.8,82,75,9.22,broken clouds
807,Atuona,PF,-9.8,-139.0333,77.68,80,31,26.37,scattered clouds
808,Rikitea,PF,-23.1203,-134.9692,74.71,76,57,21.34,light rain
809,Lima,PE,-12.0432,-77.0282,58.89,89,100,4.61,overcast clouds
810,Klaksvik,FO,62.2266,-6.589,47.32,82,100,13.04,overcast clouds
811,Ushuaia,AR,-54.8,-68.3,29.86,69,0,8.05,clear sky
812,Puerto Ayora,EC,-0.7393,-90.3518,70.56,90,82,5.01,broken clouds
813,Cherskiy,RU,68.75,161.3,56.88,48,96,6.85,overcast clouds
814,Necochea,AR,-38.5473,-58.7368,50.61,36,100,21.12,overcast clouds
815,Tamiahua,MX,21.2667,-97.45,77.81,88,28,6.67,scattered clouds
816,Aksarayskiy,RU,46.7924,48.0119,80.11,29,0,8.08,clear sky
817,Bambous Virieux,MU,-20.3428,57.7575,74.21,60,75,12.66,broken clouds
818,Leningradskiy,RU,69.3833,178.4167,35.4,87,99,8.95,overcast clouds
819,Bethel,US,41.3712,-73.414,71.65,81,12,4.05,few clouds
820,Adrar,MR,20.5022,-10.0711,88.38,26,11,12.26,few clouds
821,East London,ZA,-33.0153,27.9116,54.54,82,0,9.22,clear sky
822,Souillac,MU,-20.5167,57.5167,73.78,60,75,12.66,broken clouds
823,Cabo San Lucas,MX,22.8909,-109.9124,84.61,54,13,8.23,few clouds
824,Khatanga,RU,71.9667,102.5,45.43,57,100,12.24,overcast clouds
825,Rikitea,PF,-23.1203,-134.9692,74.71,76,57,21.34,light rain
826,Solano,US,38.2333,-121.9511,64.58,80,0,11.86,clear sky
827,Umm Kaddadah,SD,13.6017,26.6876,86.7,44,51,17.34,broken clouds
828,Barrow,US,71.2906,-156.7887,43.29,89,100,10.87,overcast clouds
829,Saint-Philippe,RE,-21.3585,55.7679,74.21,68,56,8.34,broken clouds
830,Puerto Ayora,EC,-0.7393,-90.3518,70.56,90,82,5.01,broken clouds
831,Pevek,RU,69.7008,170.3133,34.03,87,83,10.25,broken clouds
832,Nakhon Thai,TH,17.1006,100.8374,85.62,75,95,3.33,moderate rain
833,Busselton,AU,-33.65,115.3333,58.66,66,100,8.77,overcast clouds
834,Butaritari,KI,3.0707,172.7902,82.49,75,83,16.42,broken clouds
835,Mataura,NZ,-46.1927,168.8643,44.47,90,100,3.76,overcast clouds
836,Uyuni,BO,-20.4597,-66.825,36.91,48,2,2.3,clear sky
837,New Norfolk,AU,-42.7826,147.0587,54.91,78,46,3.0,scattered clouds
838,Bredasdorp,ZA,-34.5322,20.0403,48.11,65,57,7.47,broken clouds
839,Mataura,NZ,-46.1927,168.8643,44.47,90,100,3.76,overcast clouds
840,Ende,ID,-8.8432,121.6623,77.11,65,100,4.43,overcast clouds
841,Kavieng,PG,-2.5744,150.7967,81.61,78,83,9.6,moderate rain
842,Ushuaia,AR,-54.8,-68.3,29.86,69,0,8.05,clear sky
843,Sabang,ID,5.8933,95.3214,83.37,75,94,18.52,overcast clouds
844,Nome,US,64.5011,-165.4064,62.67,68,100,5.75,overcast clouds
845,Vardo,NO,70.3705,31.1107,51.62,87,47,9.55,scattered clouds
846,Murgab,TM,37.4966,61.9714,82.27,32,0,11.5,clear sky
847,Barrow,US,71.2906,-156.7887,43.29,89,100,10.87,overcast clouds
848,Port Alfred,ZA,-33.5906,26.891,60.44,55,0,9.35,clear sky
849,Rikitea,PF,-23.1203,-134.9692,74.71,76,57,21.34,light rain
850,Thompson,CA,55.7435,-97.8558,55.56,71,20,4.61,few clouds
851,Provideniya,RU,64.3833,-173.3,50.36,87,100,7.0,overcast clouds
852,Bay City,US,43.5945,-83.8889,60.98,85,0,0.0,clear sky
853,Mantua,IT,45.1667,10.7833,76.24,70,20,5.99,few clouds
854,Norman Wells,CA,65.282,-126.8329,80.64,32,40,6.91,smoke
855,New Norfolk,AU,-42.7826,147.0587,54.91,78,46,3.0,scattered clouds
856,Port Alfred,ZA,-33.5906,26.891,60.44,55,0,9.35,clear sky
857,Saint George,US,37.1041,-113.5841,76.21,13,0,1.03,clear sky
858,Busselton,AU,-33.65,115.3333,58.66,66,100,8.77,overcast clouds
859,Garowe,SO,8.4054,48.4845,80.87,44,28,35.54,scattered clouds
860,Albany,US,42.6001,-73.9662,63.3,87,14,3.85,few clouds
861,Vaini,TO,-21.2,-175.2,73.56,73,20,5.75,few clouds
862,Ilheus,BR,-14.7889,-39.0494,67.44,91,51,3.98,broken clouds
863,Nova Olimpia,BR,-14.7972,-57.2881,67.12,54,0,3.31,clear sky
864,Emerald,AU,-23.5333,148.1667,70.34,53,0,5.28,clear sky
865,Ushuaia,AR,-54.8,-68.3,29.86,69,0,8.05,clear sky
866,Portland,US,45.5234,-122.6762,66.29,85,69,4.0,broken clouds
867,San Patricio,US,28.017,-97.5169,84.88,81,1,10.76,clear sky
868,Coihaique,CL,-45.5752,-72.0662,30.81,93,75,4.61,broken clouds
869,Mataura,NZ,-46.1927,168.8643,44.47,90,100,3.76,overcast clouds
870,Agirish,RU,61.9247,63.0231,75.0,49,62,4.99,broken clouds
871,Constitucion,CL,-35.3333,-72.4167,45.99,86,12,5.14,few clouds
872,Teya,RU,60.3778,92.6267,71.51,56,46,6.51,light rain
873,Mackay,AU,-21.15,149.2,72.68,58,0,3.94,clear sky
874,Grindavik,IS,63.8424,-22.4338,50.47,100,100,31.07,mist
875,Hilo,US,19.7297,-155.09,73.62,81,72,3.0,broken clouds
876,Kapaa,US,22.0752,-159.319,80.58,87,100,4.0,overcast clouds
877,Faanui,PF,-16.4833,-151.75,79.27,67,7,9.82,clear sky
878,Nikolskoye,RU,59.7035,30.7861,68.88,82,100,2.57,overcast clouds
879,Bluff,NZ,-46.6,168.3333,44.8,79,100,12.19,overcast clouds
880,Balingasay,PH,16.3573,119.8564,84.87,73,95,5.3,overcast clouds
881,Mount Gambier,AU,-37.8333,140.7667,52.75,73,85,10.47,light rain
882,Buala,SB,-8.145,159.5921,81.86,78,84,9.75,light rain
883,Atuona,PF,-9.8,-139.0333,77.68,80,31,26.37,scattered clouds
884,Hobart,AU,-42.8794,147.3294,55.26,64,23,1.99,few clouds
885,Hasaki,JP,35.7333,140.8333,81.28,83,17,16.42,few clouds
886,San Eduardo,PH,12.1679,125.4503,83.17,80,84,4.45,broken clouds
887,Vung Tau,VN,10.346,107.0843,86.29,73,100,8.32,overcast clouds
888,Hilo,US,19.7297,-155.09,73.62,81,72,3.0,broken clouds
889,Mananara,MG,-16.1667,49.7667,70.2,84,84,8.14,light rain
890,Vaini,TO,-21.2,-175.2,73.56,73,20,5.75,few clouds
891,Aitape,PG,-3.1374,142.3475,83.23,79,97,7.23,light rain
892,Jamestown,US,42.097,-79.2353,62.02,84,70,1.01,broken clouds
893,Hermanus,ZA,-34.4187,19.2345,53.89,62,73,10.71,broken clouds
894,Ushuaia,AR,-54.8,-68.3,29.86,69,0,8.05,clear sky
895,Tres Arroyos,AR,-38.3739,-60.2798,46.67,37,61,22.91,broken clouds
896,Victoria,HK,22.2855,114.1577,87.85,84,99,15.01,overcast clouds
897,Vila Velha,BR,-20.3297,-40.2925,66.94,89,1,5.88,clear sky
898,Nanortalik,GL,60.1432,-45.2371,43.77,95,100,7.85,overcast clouds
899,Ribeira Grande,PT,38.5167,-28.7,66.69,77,98,13.85,overcast clouds
900,Le Pradet,FR,43.1066,6.0172,74.68,60,0,3.44,clear sky
901,Carnarvon,AU,-24.8667,113.6333,74.64,21,0,5.95,clear sky
902,Lebu,CL,-37.6167,-73.65,46.04,82,69,8.19,broken clouds
903,Gizo,SB,-8.103,156.8419,84.13,70,100,5.77,overcast clouds
904,Mahebourg,MU,-20.4081,57.7,73.69,60,75,12.66,broken clouds
905,Khatanga,RU,71.9667,102.5,45.43,57,100,12.24,overcast clouds
906,Schwabisch Hall,DE,49.1113,9.7391,60.87,71,0,4.61,clear sky
907,Esperance,AU,-33.8667,121.9,61.7,64,68,14.14,broken clouds
908,Ponta Delgada,PT,37.7333,-25.6667,67.5,73,88,7.78,overcast clouds
909,Pisco,PE,-13.7,-76.2167,58.01,89,16,3.27,few clouds
910,Lompoc,US,34.6391,-120.4579,62.02,90,100,13.8,overcast clouds
911,Bardiyah,LY,31.7561,25.0865,81.34,59,0,16.51,clear sky
912,Vanavara,RU,60.34,102.2797,76.82,39,36,0.67,scattered clouds
913,Tigil,RU,57.8,158.6667,75.47,61,22,14.52,few clouds
914,Castro,BR,-24.7911,-50.0119,53.26,73,100,4.0,overcast clouds
915,Padang,ID,-0.9492,100.3543,87.85,64,32,5.91,scattered clouds
916,Lasa,IT,46.6166,10.7002,62.37,74,41,2.57,scattered clouds
917,Cherskiy,RU,68.75,161.3,56.88,48,96,6.85,overcast clouds
918,Dunedin,NZ,-45.8742,170.5036,43.81,82,100,1.99,overcast clouds
919,Severo-Kurilsk,RU,50.6789,156.125,55.58,68,100,10.63,overcast clouds
920,Huron,US,41.1501,-82.5499,69.69,93,44,6.67,scattered clouds
921,Jamestown,US,42.097,-79.2353,62.02,84,70,1.01,broken clouds
922,Atbasar,KZ,51.8,68.3333,68.4,55,93,12.62,overcast clouds
923,Mataura,NZ,-46.1927,168.8643,44.47,90,100,3.76,overcast clouds
924,Paita,PE,-5.0892,-81.1144,62.98,83,4,9.78,clear sky
925,Burns Lake,CA,54.2331,-125.7533,54.41,98,100,0.85,overcast clouds
926,Tiksi,RU,71.6872,128.8694,43.56,81,99,4.45,light rain
927,Lom Sak,TH,16.7798,101.2422,85.24,70,100,4.12,light rain
928,Nchelenge,ZM,-9.3451,28.734,60.46,55,2,6.98,clear sky
929,Cape Town,ZA,-33.9258,18.4232,57.38,79,40,6.91,scattered clouds
930,Bluff,NZ,-46.6,168.3333,44.8,79,100,12.19,overcast clouds
931,Tiksi,RU,71.6872,128.8694,43.56,81,99,4.45,light rain
932,Busselton,AU,-33.65,115.3333,58.66,66,100,8.77,overcast clouds
933,Rikitea,PF,-23.1203,-134.9692,74.71,76,57,21.34,light rain
934,Busselton,AU,-33.65,115.3333,58.66,66,100,8.77,overcast clouds
935,Ushuaia,AR,-54.8,-68.3,29.86,69,0,8.05,clear sky
936,Kapaa,US,22.0752,-159.319,80.58,87,100,4.0,overcast clouds
937,Palmer,US,42.1584,-72.3287,63.0,89,6,3.18,clear sky
938,Bulawayo,ZW,-20.15,28.5833,54.86,50,0,8.68,clear sky
939,Maniitsoq,GL,65.4167,-52.9,41.43,93,100,0.13,overcast clouds
940,Busselton,AU,-33.65,115.3333,58.66,66,100,8.77,overcast clouds
941,Kondinskoye,RU,59.6481,67.41,74.01,42,72,3.49,broken clouds
942,Samarai,PG,-10.6167,150.6667,82.71,76,14,10.94,few clouds
943,Georgetown,MY,5.4112,100.3354,91.35,62,20,7.0,few clouds
944,Ushuaia,AR,-54.8,-68.3,29.86,69,0,8.05,clear sky
945,Cidreira,BR,-30.1811,-50.2056,63.95,73,100,6.46,overcast clouds
946,Mataura,NZ,-46.1927,168.8643,44.47,90,100,3.76,overcast clouds
947,Caravelas,BR,-17.7125,-39.2481,67.46,86,9,0.89,clear sky
948,Saskylakh,RU,71.9167,114.0833,57.7,56,97,14.76,overcast clouds
949,Ushuaia,AR,-54.8,-68.3,29.86,69,0,8.05,clear sky
950,Rio Cuarto,AR,-33.1307,-64.3499,45.48,44,7,8.75,clear sky
951,Upernavik,GL,72.7868,-56.1549,38.95,91,11,8.19,few clouds
952,Westport,US,41.1415,-73.3579,75.09,80,3,5.01,clear sky
953,Rikitea,PF,-23.1203,-134.9692,74.71,76,57,21.34,light rain
954,Punta Arenas,CL,-53.15,-70.9167,28.51,100,0,12.66,clear sky
955,Acapulco,MX,16.8634,-99.8901,79.07,83,97,2.37,overcast clouds
956,Antofagasta,CL,-23.65,-70.4,58.68,70,40,6.76,scattered clouds
957,Kango,GA,0.1943,10.0951,70.27,90,92,2.77,overcast clouds
958,Punta Arenas,CL,-53.15,-70.9167,28.51,100,0,12.66,clear sky
959,Lakatoro,VU,-16.0999,167.4164,79.99,84,90,12.75,overcast clouds
960,Albany,US,42.6001,-73.9662,63.3,87,14,3.85,few clouds
961,Xuanhua,CN,40.6103,115.0447,92.25,21,0,5.41,clear sky
962,Mar Del Plata,AR,-38.0023,-57.5575,51.1,67,0,6.91,clear sky
963,Khatanga,RU,71.9667,102.5,45.43,57,100,12.24,overcast clouds
964,Ushuaia,AR,-54.8,-68.3,29.86,69,0,8.05,clear sky
965,Klaksvik,FO,62.2266,-6.589,47.32,82,100,13.04,overcast clouds
966,Albany,US,42.6001,-73.9662,63.3,87,14,3.85,few clouds
967,Hilo,US,19.7297,-155.09,73.62,81,72,3.0,broken clouds
968,Mar Del Plata,AR,-38.0023,-57.5575,51.1,67,0,6.91,clear sky
969,Santa Maria,BR,-29.6842,-53.8069,67.08,60,100,12.21,overcast clouds
970,Ushuaia,AR,-54.8,-68.3,29.86,69,0,8.05,clear sky
971,Bol,TD,13.4586,14.7147,79.95,77,36,11.32,scattered clouds
972,Kodiak,US,57.79,-152.4072,51.42,96,100,10.83,light rain
973,Cuamba,MZ,-14.8031,36.5372,67.82,61,100,1.79,overcast clouds
974,Tibiri,NE,13.5627,7.0485,82.76,61,69,12.64,broken clouds
975,Saint-Philippe,RE,-21.3585,55.7679,74.21,68,56,8.34,broken clouds
976,Madimba,TZ,-10.4,40.3333,76.17,69,47,11.07,scattered clouds
977,Aguada De Pasajeros,CU,22.385,-80.8508,74.19,92,14,5.7,few clouds
978,Atuona,PF,-9.8,-139.0333,77.68,80,31,26.37,scattered clouds
979,Hermanus,ZA,-34.4187,19.2345,53.89,62,73,10.71,broken clouds
980,Yellowknife,CA,62.456,-114.3525,64.92,52,75,5.75,broken clouds
981,Hobart,AU,-42.8794,147.3294,55.26,64,23,1.99,few clouds
982,Albany,US,42.6001,-73.9662,63.3,87,14,3.85,few clouds
983,Hobart,AU,-42.8794,147.3294,55.26,64,23,1.99,few clouds
984,Axim,GH,4.8699,-2.2405,75.02,88,88,6.55,overcast clouds
985,Grindavik,IS,63.8424,-22.4338,50.47,100,100,31.07,mist
986,Broome,US,42.2506,-75.833,62.02,94,3,3.56,clear sky
987,Lazaro Cardenas,MX,17.9583,-102.2,78.19,83,66,3.15,broken clouds
988,Vaini,TO,-21.2,-175.2,73.56,73,20,5.75,few clouds
989,Sioux Lookout,CA,50.1001,-91.917,60.87,94,100,3.44,overcast clouds
990,Nanortalik,GL,60.1432,-45.2371,43.77,95,100,7.85,overcast clouds
991,Marawi,PH,7.9986,124.2928,79.14,74,69,7.02,broken clouds
992,Hermanus,ZA,-34.4187,19.2345,53.89,62,73,10.71,broken clouds
993,Hilo,US,19.7297,-155.09,73.62,81,72,3.0,broken clouds
994,Canto Do Buriti,BR,-8.11,-42.9444,72.27,69,28,8.1,scattered clouds
995,Bethel,US,41.3712,-73.414,71.65,81,12,4.05,few clouds
996,Guerrero Negro,MX,27.9769,-114.0611,66.07,90,8,12.01,clear sky
997,Butaritari,KI,3.0707,172.7902,82.49,75,83,16.42,broken clouds
998,Castro,BR,-24.7911,-50.0119,53.26,73,100,4.0,overcast clouds
999,Punta Arenas,CL,-53.15,-70.9167,28.51,100,0,12.66,clear sky
1000,Yellowknife,CA,62.456,-114.3525,64.92,52,75,5.75,broken clouds
1001,Bolshoy Lug,RU,52.0779,104.0919,68.18,68,100,13.8,overcast clouds
1002,Bambous Virieux,MU,-20.3428,57.7575,74.21,60,75,12.66,broken clouds
1003,Dikson,RU,73.5069,80.5464,33.28,86,13,1.41,few clouds
1004,Pevek,RU,69.7008,170.3133,34.03,87,83,10.25,broken clouds
1005,Port Macquarie,AU,-31.4333,152.9167,63.9,79,83,15.08,broken clouds
1006,Oksovskiy,RU,62.6062,39.8984,60.51,73,94,3.06,overcast clouds
1007,Lebu,CL,-37.6167,-73.65,46.04,82,69,8.19,broken clouds
1008,Bethel,US,41.3712,-73.414,71.65,81,12,4.05,few clouds
1009,Mataura,NZ,-46.1927,168.8643,44.47,90,100,3.76,overcast clouds
1010,Lorengau,PG,-2.0226,147.2712,83.95,74,100,9.26,overcast clouds
1011,Faanui,PF,-16.4833,-151.75,79.27,67,7,9.82,clear sky
1012,Mahebourg,MU,-20.4081,57.7,73.69,60,75,12.66,broken clouds
1013,Butaritari,KI,3.0707,172.7902,82.49,75,83,16.42,broken clouds
1014,Baykit,RU,61.67,96.37,59.2,94,98,5.35,light rain
1015,Hobart,AU,-42.8794,147.3294,55.26,64,23,1.99,few clouds
1016,Mataura,NZ,-46.1927,168.8643,44.47,90,100,3.76,overcast clouds
1017,Walvis Bay,NA,-22.9575,14.5053,53.1,70,0,6.46,clear sky
1018,Mezen,RU,65.8522,44.24,71.31,46,99,7.52,overcast clouds
1019,Sola,VU,-13.8833,167.55,80.92,78,93,16.06,overcast clouds
1020,Aizkraukle,LV,56.6048,25.2553,59.86,70,3,7.2,clear sky
1021,Luanda,AO,-8.8368,13.2343,70.12,77,100,4.76,overcast clouds
1022,Castro,BR,-24.7911,-50.0119,53.26,73,100,4.0,overcast clouds
1023,Albany,US,42.6001,-73.9662,63.3,87,14,3.85,few clouds
1024,Puerto Ayora,EC,-0.7393,-90.3518,70.56,90,82,5.01,broken clouds
1025,Faanui,PF,-16.4833,-151.75,79.27,67,7,9.82,clear sky
1026,Saint-Philippe,RE,-21.3585,55.7679,74.21,68,56,8.34,broken clouds
1027,Cape Town,ZA,-33.9258,18.4232,57.38,79,40,6.91,scattered clouds
1028,Astana,KZ,51.1801,71.446,71.55,60,40,11.18,scattered clouds
1029,Busselton,AU,-33.65,115.3333,58.66,66,100,8.77,overcast clouds
1030,Inhambane,MZ,-23.865,35.3833,64.81,76,0,5.28,clear sky
1031,Hermanus,ZA,-34.4187,19.2345,53.89,62,73,10.71,broken clouds
1032,Punta Arenas,CL,-53.15,-70.9167,28.51,100,0,12.66,clear sky
1033,Kodiak,US,57.79,-152.4072,51.42,96,100,10.83,light rain
1034,Tarko-Sale,RU,64.9225,77.785,68.43,51,39,8.86,scattered clouds
1035,Bluff,NZ,-46.6,168.3333,44.8,79,100,12.19,overcast clouds
1036,Cape Town,ZA,-33.9258,18.4232,57.38,79,40,6.91,scattered clouds
1037,Busselton,AU,-33.65,115.3333,58.66,66,100,8.77,overcast clouds
1038,Jamestown,US,42.097,-79.2353,62.02,84,70,1.01,broken clouds
1039,Eatonton,US,33.3268,-83.3885,76.39,91,75,4.32,moderate rain
1040,Margate,GB,51.3813,1.3862,62.69,80,88,8.01,overcast clouds
1041,Hermanus,ZA,-34.4187,19.2345,53.89,62,73,10.71,broken clouds
1042,Itarema,BR,-2.9248,-39.9167,77.38,80,81,14.81,light rain
1043,Biloxi,US,30.396,-88.8853,77.04,82,0,4.88,clear sky
1044,Busselton,AU,-33.65,115.3333,58.66,66,100,8.77,overcast clouds
1045,Itarema,BR,-2.9248,-39.9167,77.38,80,81,14.81,light rain
1046,Barrow,US,71.2906,-156.7887,43.29,89,100,10.87,overcast clouds
1047,Mumford,GH,5.2618,-0.759,75.34,90,96,6.44,light rain
1048,Ushuaia,AR,-54.8,-68.3,29.86,69,0,8.05,clear sky
1049,Ahipara,NZ,-35.1667,173.1667,61.79,97,100,9.28,light rain
1050,Asau,RO,46.4333,26.4,60.28,94,100,4.99,light rain
1051,Burley,US,42.5357,-113.7928,67.3,71,76,5.01,broken clouds
1052,Bluff,NZ,-46.6,168.3333,44.8,79,100,12.19,overcast clouds
1053,Kedougou,SN,12.5579,-12.1743,74.79,93,70,4.88,broken clouds
1054,Micheweni,TZ,-4.9667,39.8333,77.99,71,79,14.52,light rain
1055,Hamilton,US,39.1834,-84.5333,74.32,96,92,3.62,overcast clouds
1056,Butaritari,KI,3.0707,172.7902,82.49,75,83,16.42,broken clouds
1057,Butaritari,KI,3.0707,172.7902,82.49,75,83,16.42,broken clouds
1058,Mbini,GQ,1.574,9.6134,75.69,89,99,9.15,overcast clouds
1059,Arkhara,RU,49.4212,130.0842,71.44,95,100,9.55,overcast clouds
1060,Soller,ES,39.7662,2.7152,79.86,65,1,4.47,clear sky
1061,Bluff,NZ,-46.6,168.3333,44.8,79,100,12.19,overcast clouds
1062,Lebu,CL,-37.6167,-73.65,46.04,82,69,8.19,broken clouds
1063,Adrar,MR,20.5022,-10.0711,88.38,26,11,12.26,few clouds
1064,Wanlaweyn,SO,2.6185,44.8938,80.83,61,74,22.21,broken clouds
1065,Cockburn Town,TC,21.4612,-71.1419,81.68,78,0,22.35,clear sky
1066,Gaoua,BF,10.2992,-3.2508,73.08,86,54,4.09,broken clouds
1067,Djibo,BF,14.1022,-1.6306,84.09,58,24,13.04,few clouds
1068,Pevek,RU,69.7008,170.3133,34.03,87,83,10.25,broken clouds
1069,Tselinnoye,RU,53.0833,85.6667,62.4,88,97,9.62,light rain
1070,Atuona,PF,-9.8,-139.0333,77.68,80,31,26.37,scattered clouds
1071,East London,ZA,-33.0153,27.9116,54.54,82,0,9.22,clear sky
1072,Caluquembe,AO,-13.7833,14.6833,51.49,54,2,3.51,clear sky
1073,Rikitea,PF,-23.1203,-134.9692,74.71,76,57,21.34,light rain
1074,Cidreira,BR,-30.1811,-50.2056,63.95,73,100,6.46,overcast clouds
1075,Kashan,IR,33.9831,51.4364,85.62,20,0,13.58,clear sky
1076,Kerman,IR,30.2832,57.0788,86.29,17,10,0.65,clear sky
1077,Pevek,RU,69.7008,170.3133,34.03,87,83,10.25,broken clouds
1078,Ouesso,CG,1.6136,16.0517,72.19,81,55,1.54,broken clouds
1079,Rio Gallegos,AR,-51.6226,-69.2181,30.24,84,9,10.96,clear sky
1080,Ushuaia,AR,-54.8,-68.3,29.86,69,0,8.05,clear sky
1081,North Bend,US,43.4065,-124.2243,60.93,91,100,8.05,overcast clouds
1082,Guayaramerin,BO,-10.8368,-65.3614,71.51,79,23,1.05,few clouds
1083,Nikolskoye,RU,59.7035,30.7861,68.88,82,100,2.57,overcast clouds
1084,Bilibino,RU,68.0546,166.4372,57.18,59,100,8.21,overcast clouds
1085,Torbay,CA,47.6666,-52.7314,59.29,95,100,19.57,mist
1086,Byron Bay,AU,-28.65,153.6167,69.71,67,82,8.55,broken clouds
1087,Kruisfontein,ZA,-34.0033,24.7314,51.94,55,1,7.99,clear sky
1088,Tuktoyaktuk,CA,69.4541,-133.0374,60.8,82,75,9.22,broken clouds
1089,Albany,US,42.6001,-73.9662,63.3,87,14,3.85,few clouds
1090,Mataura,NZ,-46.1927,168.8643,44.47,90,100,3.76,overcast clouds
1091,Albany,US,42.6001,-73.9662,63.3,87,14,3.85,few clouds
1092,Asau,RO,46.4333,26.4,60.28,94,100,4.99,light rain
1093,Atuona,PF,-9.8,-139.0333,77.68,80,31,26.37,scattered clouds
1094,Howell,US,42.6073,-83.9294,64.06,89,0,5.75,clear sky
1095,Saint-Philippe,RE,-21.3585,55.7679,74.21,68,56,8.34,broken clouds
1096,Cabo San Lucas,MX,22.8909,-109.9124,84.61,54,13,8.23,few clouds
1097,Mancio Lima,BR,-7.6142,-72.8958,70.43,98,3,2.06,clear sky
1098,Atuona,PF,-9.8,-139.0333,77.68,80,31,26.37,scattered clouds
1099,Ribeira Grande,PT,38.5167,-28.7,66.69,77,98,13.85,overcast clouds
1100,Nouadhibou,MR,20.931,-17.0347,69.78,78,1,24.16,clear sky
1101,Klaksvik,FO,62.2266,-6.589,47.32,82,100,13.04,overcast clouds
1102,Tiarei,PF,-17.5333,-149.3333,78.82,71,22,12.33,few clouds
1103,Vaini,TO,-21.2,-175.2,73.56,73,20,5.75,few clouds
1104,Khatanga,RU,71.9667,102.5,45.43,57,100,12.24,overcast clouds
1105,Alofi,NU,-19.0595,-169.9187,73.29,68,89,5.75,overcast clouds
1106,Cayenne,GF,4.9333,-52.3333,77.09,1,0,0.0,clear sky
1107,Urengoy,RU,65.9667,78.3667,66.15,51,88,6.26,overcast clouds
1108,Punta Arenas,CL,-53.15,-70.9167,28.51,100,0,12.66,clear sky
1109,Atuona,PF,-9.8,-139.0333,77.68,80,31,26.37,scattered clouds
1110,Rikitea,PF,-23.1203,-134.9692,74.71,76,57,21.34,light rain
1111,Port Alfred,ZA,-33.5906,26.891,60.44,55,0,9.35,clear sky
1112,Atuona,PF,-9.8,-139.0333,77.68,80,31,26.37,scattered clouds
1113,Narsaq,GL,60.9167,-46.05,44.35,95,100,5.12,light rain
1114,Albany,US,42.6001,-73.9662,63.3,87,14,3.85,few clouds
1115,Sabha,LY,27.0377,14.4283,82.22,27,0,12.01,clear sky
1116,Tukan,RU,53.8409,57.4552,63.54,58,49,5.66,scattered clouds
1117,Awjilah,LY,29.1081,21.2869,83.05,37,0,4.9,clear sky
1118,Tautira,PF,-17.7333,-149.15,78.53,71,8,12.64,clear sky
1119,Aketi,CD,2.7388,23.7833,72.3,92,33,1.81,scattered clouds
1120,Key Largo,US,25.0865,-80.4473,83.98,69,64,9.95,broken clouds
1121,Luderitz,NA,-26.6481,15.1594,51.98,63,0,10.31,clear sky
1122,Punta Arenas,CL,-53.15,-70.9167,28.51,100,0,12.66,clear sky
1123,Ushuaia,AR,-54.8,-68.3,29.86,69,0,8.05,clear sky
1124,Upernavik,GL,72.7868,-56.1549,38.95,91,11,8.19,few clouds
1125,Punta Arenas,CL,-53.15,-70.9167,28.51,100,0,12.66,clear sky
1126,Port Alfred,ZA,-33.5906,26.891,60.44,55,0,9.35,clear sky
1127,Luderitz,NA,-26.6481,15.1594,51.98,63,0,10.31,clear sky
1128,Puerto Ayora,EC,-0.7393,-90.3518,70.56,90,82,5.01,broken clouds
1129,Aklavik,CA,68.2191,-135.0107,77.99,47,16,3.65,few clouds
1130,Nikolskoye,RU,59.7035,30.7861,68.88,82,100,2.57,overcast clouds
1131,Victoria,HK,22.2855,114.1577,87.85,84,99,15.01,overcast clouds
1132,Moree,AU,-29.4667,149.85,61.9,56,26,17.22,scattered clouds
1133,Ushuaia,AR,-54.8,-68.3,29.86,69,0,8.05,clear sky
1134,Kaitangata,NZ,-46.2817,169.8464,43.9,78,100,5.97,overcast clouds
1135,Yellowknife,CA,62.456,-114.3525,64.92,52,75,5.75,broken clouds
1136,East London,ZA,-33.0153,27.9116,54.54,82,0,9.22,clear sky
1137,Arraial Do Cabo,BR,-22.9661,-42.0278,69.76,89,0,23.73,clear sky
1138,Tibati,CM,6.4667,12.6333,64.63,93,38,2.35,scattered clouds
1139,Saint-Philippe,RE,-21.3585,55.7679,74.21,68,56,8.34,broken clouds
1140,Bosaso,SO,11.2842,49.1816,93.47,36,86,24.63,overcast clouds
1141,Rikitea,PF,-23.1203,-134.9692,74.71,76,57,21.34,light rain
1142,Acari,PE,-15.4311,-74.6158,60.39,82,34,2.44,scattered clouds
1143,Nouadhibou,MR,20.931,-17.0347,69.78,78,1,24.16,clear sky
1144,Busselton,AU,-33.65,115.3333,58.66,66,100,8.77,overcast clouds
1145,Ribeira Grande,PT,38.5167,-28.7,66.69,77,98,13.85,overcast clouds
1146,Ushuaia,AR,-54.8,-68.3,29.86,69,0,8.05,clear sky
1147,Saldanha,ZA,-33.0117,17.9442,41.05,84,40,12.55,scattered clouds
1148,Thinadhoo,MV,0.5333,72.9333,82.76,78,93,8.3,overcast clouds
1149,Punta Arenas,CL,-53.15,-70.9167,28.51,100,0,12.66,clear sky
1150,Jamestown,US,42.097,-79.2353,62.02,84,70,1.01,broken clouds
1151,Emilio Carranza,MX,19.9711,-96.6114,77.7,81,47,6.96,scattered clouds
