City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Parkes,AU,2022-07-05 17:18:00,-33.1333,148.1833,45.36,84,36,9.84
294,Rock Sound,BS,2022-07-05 17:18:01,24.9,-76.2,82.62,76,21,11.39
295,Gat,IL,2022-07-05 17:14:01,31.61,34.7642,83.39,20,0,8.23
296,Saint Paul,US,2022-07-05 17:13:08,44.9444,-93.0933,88.77,79,100,6.91
297,Baruun-Urt,MN,2022-07-05 17:13:15,46.6806,113.2792,60.48,79,93,8.48
298,Paita,PE,2022-07-05 17:18:02,-5.0892,-81.1144,69.98,68,7,13.04
299,Castelnaudary,FR,2022-07-05 17:18:02,43.3183,1.9545,87.69,43,0,1.01
300,Baghdad,IQ,2022-07-05 17:15:10,33.3406,44.4009,102.11,15,0,9.22
301,Kashi,CN,2022-07-05 17:18:03,39.4547,75.9797,88.81,20,0,8.95
302,Belomorsk,RU,2022-07-05 17:18:03,64.5232,34.7668,74.86,50,97,6.93
303,Tatawin,TN,2022-07-05 17:18:04,32.9297,10.4518,97.36,16,0,14.36
304,Sao Felix Do Xingu,BR,2022-07-05 17:18:04,-6.6447,-51.995,92.86,31,23,4.94
305,Aksha,RU,2022-07-05 17:18:05,50.2814,113.2867,57.02,95,100,4.92
306,Iznoski,RU,2022-07-05 17:18:05,54.9881,35.3108,70.03,80,77,2.48
307,Brisbane,AU,2022-07-05 17:14:05,-27.4679,153.0281,56.48,95,100,4.61
308,Manicaragua,CU,2022-07-05 17:18:06,22.1494,-79.9736,86.34,65,75,4.36
309,Samarai,PG,2022-07-05 17:18:06,-10.6167,150.6667,80.83,82,100,6.13
310,Luwingu,ZM,2022-07-05 17:18:07,-10.2621,29.9271,61.3,44,1,4.38
311,Rovenki,UA,2022-07-05 17:18:07,48.0833,39.3776,77.02,41,34,5.84
312,San Policarpo,PH,2022-07-05 17:18:08,12.1791,125.5072,78.46,88,100,4.18
313,Bijapur,IN,2022-07-05 17:18:08,16.8333,75.7,73.85,83,100,18.32
314,Yermakovskoye,RU,2022-07-05 17:19:09,53.2831,92.4003,62.69,84,100,12.82
315,Deniliquin,AU,2022-07-05 17:19:09,-35.5333,144.9667,40.42,72,0,4.45
316,Hasaki,JP,2022-07-05 17:19:10,35.7333,140.8333,73.8,95,93,4.34
317,Takoradi,GH,2022-07-05 17:19:10,4.8845,-1.7554,77.52,83,87,9.8
318,Ahome,MX,2022-07-05 17:18:59,25.9167,-109.1833,89.55,45,7,9.98
319,Vikhorevka,RU,2022-07-05 17:19:11,56.1201,101.1636,58.24,77,88,0.72
320,Labrea,BR,2022-07-05 17:19:11,-7.2586,-64.7981,94.73,38,16,3.33
321,Murgab,TM,2022-07-05 17:19:12,37.4966,61.9714,80.53,19,0,9.06
322,Jurm,AF,2022-07-05 17:19:12,36.8648,70.8342,69.6,48,2,1.45
323,Castel San Giovanni,IT,2022-07-05 17:19:13,45.0583,9.4335,97.34,20,0,2.71
324,Praxedis Guerrero,MX,2022-07-05 17:19:13,31.3667,-106.0167,80.06,38,5,3.27
325,Jahanabad,IN,2022-07-05 17:19:14,25.2167,84.9833,89.44,50,98,9.82
326,Loa Janan,ID,2022-07-05 17:19:14,-0.583,117.095,74.08,98,100,2.35
327,Torbay,CA,2022-07-05 17:19:15,47.6666,-52.7314,70.57,41,40,24.16
328,Fountain Hills,US,2022-07-05 17:17:36,33.6117,-111.7174,94.95,23,20,10.0
329,Talnakh,RU,2022-07-05 17:19:15,69.4865,88.3972,58.21,51,54,6.08
330,Severnyy,RU,2022-07-05 17:19:16,50.677,36.5532,77.04,57,0,2.24
331,Karonga,MW,2022-07-05 17:19:16,-9.9333,33.9333,70.12,63,11,6.73
332,Moerai,PF,2022-07-05 17:19:17,-22.4333,-151.3333,74.26,82,100,17.92
333,Colac,AU,2022-07-05 17:19:17,-38.3333,143.5833,42.08,95,3,2.51
334,Christchurch,NZ,2022-07-05 17:14:50,-43.5333,172.6333,44.91,76,100,10.36
335,Wangaratta,AU,2022-07-05 17:19:18,-36.3667,146.3333,32.31,100,40,0.0
336,Taylorville,US,2022-07-05 17:19:18,39.5489,-89.2945,96.98,62,0,4.61
337,Wagga Wagga,AU,2022-07-05 17:19:19,-35.1167,147.3667,42.85,84,0,5.53
338,Acapulco,MX,2022-07-05 17:19:19,16.8634,-99.8901,85.82,70,75,4.61
339,Hammerfest,NO,2022-07-05 17:19:20,70.6634,23.6821,66.65,72,40,13.8
340,Bhuj,IN,2022-07-05 17:19:02,23.2667,69.6667,84.76,77,99,15.3
341,Faya,SA,2022-07-05 17:19:20,18.3851,42.4509,70.14,39,4,6.26
342,Misratah,LY,2022-07-05 17:19:21,32.3754,15.0925,84.52,59,0,10.54
343,Lunglei,IN,2022-07-05 17:19:21,22.8833,92.7333,70.09,98,100,0.4
344,Binga,ZW,2022-07-05 17:19:22,-17.6203,27.3414,66.06,56,12,3.65
345,Paclolo,PH,2022-07-05 17:19:22,12.3768,121.1735,78.37,83,87,2.75
346,Padang,ID,2022-07-05 17:19:23,-0.9492,100.3543,77.05,84,100,2.8
347,Paamiut,GL,2022-07-05 17:19:23,61.994,-49.6678,41.16,98,97,1.81
348,Kununurra,AU,2022-07-05 17:19:24,-15.7667,128.7333,48.18,71,80,3.44
349,Verkhnevilyuysk,RU,2022-07-05 17:19:25,63.4453,120.3167,55.17,97,100,9.55
350,Iqaluit,CA,2022-07-05 17:19:25,63.7506,-68.5145,46.13,75,100,4.61
351,Sorong,ID,2022-07-05 17:19:25,-0.8833,131.25,77.18,91,100,6.93
352,Saint-Nazaire,FR,2022-07-05 17:19:26,47.2833,-2.2,79.07,41,0,11.5
353,Basco,PH,2022-07-05 17:19:27,20.4487,121.9702,83.08,73,100,10.56
354,Tabou,CI,2022-07-05 17:19:27,4.423,-7.3528,78.91,76,86,9.42
355,Termoli,IT,2022-07-05 17:19:28,41.9888,14.9895,88.77,52,12,3.56
356,Sabang,ID,2022-07-05 17:19:28,5.8933,95.3214,83.86,74,98,13.82
357,Saskylakh,RU,2022-07-05 17:19:29,71.9167,114.0833,47.77,95,100,4.0
358,Leningradskiy,RU,2022-07-05 17:19:29,69.3833,178.4167,50.97,70,98,4.59
359,Ust-Maya,RU,2022-07-05 17:19:30,60.4167,134.5333,69.98,67,1,3.49
360,Ahipara,NZ,2022-07-05 17:19:31,-35.1667,173.1667,61.86,97,100,11.21
361,Bairiki,KI,2022-07-05 17:19:31,1.3292,172.9752,80.6,89,40,13.8
362,Esso,RU,2022-07-05 17:20:31,55.9333,158.7,49.69,90,82,3.85
363,Susanville,US,2022-07-05 17:20:32,40.4163,-120.653,62.91,63,100,1.01
364,Kalamazoo,US,2022-07-05 17:19:26,42.2506,-85.55,81.95,78,100,10.36
365,Daru,PG,2022-07-05 17:20:33,-9.0763,143.2092,77.49,90,99,11.32
366,Flin Flon,CA,2022-07-05 17:20:33,54.7682,-101.865,68.83,34,7,3.71
367,Moranbah,AU,2022-07-05 17:20:33,-22.0016,148.0466,49.26,81,0,3.71
368,Itacarambi,BR,2022-07-05 17:20:34,-15.1022,-44.0919,85.1,27,4,5.28
369,Kaeo,NZ,2022-07-05 17:20:34,-35.1,173.7833,60.33,97,100,12.73
370,Dong Hoi,VN,2022-07-05 17:20:35,17.4833,106.6,83.37,75,100,7.29
371,Aswan,EG,2022-07-05 17:20:35,24.0934,32.907,99.25,13,2,11.54
372,Charlestown,AU,2022-07-05 17:20:35,-32.95,151.6667,60.85,97,100,11.01
373,Santiago,CL,2022-07-05 17:20:14,-33.4569,-70.6483,61.29,41,0,3.44
374,Novichikha,RU,2022-07-05 17:20:36,52.204,81.3877,58.35,80,56,9.98
375,Morondava,MG,2022-07-05 17:20:36,-20.2833,44.2833,73.49,67,0,15.37
376,Mount Isa,AU,2022-07-05 17:20:37,-20.7333,139.5,42.57,100,58,5.75
377,Broome,US,2022-07-05 17:20:37,42.2506,-75.833,74.01,77,100,5.99
378,Kobayashi,JP,2022-07-05 17:20:37,31.9833,130.9833,77.77,98,72,3.8
379,Cabo San Lucas,MX,2022-07-05 17:18:35,22.8909,-109.9124,96.1,67,0,4.61
380,Verkhnyaya Inta,RU,2022-07-05 17:20:38,65.9811,60.3094,62.4,69,65,8.03
381,Portland,US,2022-07-05 17:18:18,45.5234,-122.6762,70.39,69,75,5.99
382,Sao Jose Da Coroa Grande,BR,2022-07-05 17:20:38,-8.8978,-35.1478,78.04,79,10,13.51
383,Kedrovyy,RU,2022-07-05 17:20:39,56.1667,91.8167,55.87,77,85,7.65
384,Codrington,AU,2022-07-05 17:20:39,-38.2667,141.9667,41.27,95,7,7.23
385,Manyana,BW,2022-07-05 17:20:40,-23.4,21.7167,62.28,34,1,2.28
386,Rawson,AR,2022-07-05 17:20:40,-43.3002,-65.1023,55.65,29,20,30.38
387,Macapa,BR,2022-07-05 17:20:40,0.0389,-51.0664,85.05,60,9,5.68
388,Bosaso,SO,2022-07-05 17:20:41,11.2842,49.1816,90.97,47,4,4.54
389,Erdenet,MN,2022-07-05 17:20:41,49.0333,104.0833,49.96,79,3,2.21
390,Hami,CN,2022-07-05 17:20:42,42.8,93.45,87.58,18,2,24.65
391,Zakharovo,RU,2022-07-05 17:20:42,54.366,39.2792,70.43,70,12,6.15
392,Susangerd,IR,2022-07-05 17:20:42,31.5608,48.1831,105.66,10,0,12.19
393,Kaitangata,NZ,2022-07-05 17:20:43,-46.2817,169.8464,44.56,68,28,14.85
394,Taoudenni,ML,2022-07-05 17:20:43,22.6783,-3.9836,116.29,4,66,17.83
395,Yulara,AU,2022-07-05 17:20:44,-25.2406,130.9889,42.37,37,0,5.95
396,Port Moresby,PG,2022-07-05 17:20:44,-9.4431,147.1797,74.62,94,20,5.75
397,Praia,CV,2022-07-05 17:20:44,14.9215,-23.5087,82.94,57,20,17.27
398,Kautokeino,NO,2022-07-05 17:19:42,69.0125,23.0412,59.94,76,100,14.12
399,Jalu,LY,2022-07-05 17:20:45,29.0331,21.5482,94.35,12,0,8.5
400,Coos Bay,US,2022-07-05 17:20:45,43.3665,-124.2179,66.24,97,100,5.75
401,Punta De Bombon,PE,2022-07-05 17:20:46,-17.1717,-71.7931,62.83,74,94,8.28
402,Komarikhinskiy,RU,2022-07-05 17:20:46,58.0979,57.1163,59.23,75,98,4.16
403,Zhangye,CN,2022-07-05 17:20:46,38.9342,100.4517,76.33,22,0,7.05
404,Pauini,BR,2022-07-05 17:20:47,-7.7136,-66.9764,94.26,37,3,3.74
405,Tautira,PF,2022-07-05 17:20:47,-17.7333,-149.15,79.27,73,43,18.75
406,Babynino,RU,2022-07-05 17:20:47,54.39,35.73,73.15,83,73,10.13
407,Bairnsdale,AU,2022-07-05 17:20:48,-37.8333,147.6167,39.06,92,1,1.99
408,Breves,BR,2022-07-05 17:20:48,-1.6822,-50.4803,88.09,53,39,4.81
409,Bambous Virieux,MU,2022-07-05 17:20:49,-20.3428,57.7575,68.22,75,96,14.54
410,Pemba,MZ,2022-07-05 17:21:49,-12.974,40.5178,75.27,72,50,16.13
411,Rodrigues Alves,BR,2022-07-05 17:21:49,-7.738,-72.6509,92.43,42,72,0.07
412,Te Anau,NZ,2022-07-05 17:21:50,-45.4167,167.7167,36.34,89,17,2.8
413,Rio Grande,BR,2022-07-05 17:21:50,-32.035,-52.0986,57.31,90,100,8.25
414,Ati,TD,2022-07-05 17:21:51,13.2154,18.3353,89.74,43,36,18.05
415,Pimentel,PE,2022-07-05 17:21:51,-6.8367,-79.9342,65.68,76,20,14.36
416,Cabedelo,BR,2022-07-05 17:21:51,-6.9811,-34.8339,83.07,70,14,14.7
417,Yeroham,IL,2022-07-05 17:21:52,30.9872,34.9314,80.78,35,0,13.51
418,Cascais,PT,2022-07-05 17:21:52,38.6979,-9.4215,80.46,63,20,11.5
419,Namibe,AO,2022-07-05 17:21:53,-15.1961,12.1522,64.85,80,7,8.23
420,Cianjur,ID,2022-07-05 17:21:53,-6.8224,107.1393,72.36,94,70,1.57
421,Whitehorse,CA,2022-07-05 17:21:53,60.7161,-135.0538,77.59,34,42,2.48
422,Vestmannaeyjar,IS,2022-07-05 17:21:54,63.4427,-20.2734,50.99,100,100,12.66
423,Linjiang,CN,2022-07-05 17:21:54,41.8069,126.9078,68.41,97,7,2.04
424,Northam,GB,2022-07-05 17:21:54,51.0333,-4.2167,63.25,80,86,10.78
425,Kutum,SD,2022-07-05 17:21:55,14.2,24.6667,83.35,33,88,8.95
426,Los Llanos De Aridane,ES,2022-07-05 17:21:55,28.6585,-17.9182,70.12,80,2,5.99
427,Saravan,AM,2022-07-05 17:21:56,39.7196,45.6483,55.29,74,37,8.3
428,Bambanglipuro,ID,2022-07-05 17:21:56,-7.95,110.2833,76.48,92,80,3.91
429,San Cristobal,VE,2022-07-05 17:21:56,7.7669,-72.225,84.38,45,12,7.63
430,Charlottesville,US,2022-07-05 17:21:57,38.0293,-78.4767,85.48,79,75,5.01
431,Luanda,AO,2022-07-05 17:21:38,-8.8368,13.2343,71.6,83,0,8.05
432,Garwolin,PL,2022-07-05 17:21:57,51.8975,21.6147,66.87,95,100,1.01
433,Syamzha,RU,2022-07-05 17:21:58,60.0158,41.0614,64.06,96,80,4.45
434,Puerto Carreno,CO,2022-07-05 17:20:12,6.189,-67.4859,85.98,70,40,4.61
435,Kristianstad,SE,2022-07-05 17:21:58,56.0313,14.1524,67.95,58,65,3.0
436,Nouadhibou,MR,2022-07-05 17:21:59,20.931,-17.0347,68.07,86,21,28.23
437,Rosetta,EG,2022-07-05 17:21:59,31.4044,30.4164,78.39,68,0,14.41
438,Abu Kamal,SY,2022-07-05 17:22:00,34.4506,40.9171,96.93,14,0,11.61
439,Okha,RU,2022-07-05 17:22:00,53.5739,142.9478,58.53,88,55,11.07
440,Yaan,NG,2022-07-05 17:22:00,7.3833,8.5667,79.07,80,77,4.74
441,Sao Joao Da Barra,BR,2022-07-05 17:19:28,-21.6403,-41.0511,84.29,64,0,15.3
442,Ghanzi,BW,2022-07-05 17:22:01,-21.5667,21.7833,64.06,33,1,6.04
443,Saldanha,ZA,2022-07-05 17:22:01,-33.0117,17.9442,55.26,76,0,3.4
444,Fukue,JP,2022-07-05 17:22:02,32.6881,128.8419,78.24,90,99,6.44
445,Meulaboh,ID,2022-07-05 17:22:02,4.1363,96.1285,79.21,82,100,3.11
446,Fuerte Olimpo,PY,2022-07-05 17:22:03,-21.0415,-57.8738,94.32,19,100,11.48
447,Guozhen,CN,2022-07-05 17:22:03,34.3659,107.359,73.51,67,0,2.64
448,Novopokrovka,UA,2022-07-05 17:22:04,49.8425,36.5477,74.64,60,79,5.26
449,Fortuna,US,2022-07-05 17:22:04,40.5982,-124.1573,63.93,93,75,0.0
450,Sao Miguel Do Araguaia,BR,2022-07-05 17:22:05,-13.275,-50.1628,90.37,21,0,6.42
451,Guerrero Negro,MX,2022-07-05 17:22:05,27.9769,-114.0611,69.8,64,14,14.76
452,San Clemente,US,2022-07-05 17:19:00,33.427,-117.612,78.26,72,17,3.0
453,Kuldiga,LV,2022-07-05 17:22:06,56.974,21.9572,64.09,61,9,8.5
454,Flinders,AU,2022-07-05 17:22:06,-34.5833,150.8552,55.18,85,100,1.99
455,Grand Forks,US,2022-07-05 17:19:58,47.9417,-97.4337,73.13,78,100,8.05
456,Margate,GB,2022-07-05 17:19:42,51.3813,1.3862,70.88,61,94,3.0
457,Cayenne,GF,2022-07-05 17:23:07,4.9333,-52.3333,83.08,9,100,4.61
458,Chernoyerkovskaya,RU,2022-07-05 17:23:08,45.4331,37.7686,76.39,59,0,9.37
459,Minab,IR,2022-07-05 17:23:08,27.1467,57.0801,90.57,55,100,6.17
460,Harper,LR,2022-07-05 17:23:09,4.375,-7.7169,78.58,77,82,9.89
461,Buala,SB,2022-07-05 17:23:09,-8.145,159.5921,79.12,84,100,10.13
462,Berlevag,NO,2022-07-05 17:23:10,70.8578,29.0864,56.82,84,82,16.13
463,Rocha,UY,2022-07-05 17:23:10,-34.4833,-54.3333,59.2,71,11,7.43
464,Mulatupo,PA,2022-07-05 17:23:11,8.9492,-77.7652,82.98,77,97,2.46
465,Klaksvik,FO,2022-07-05 17:23:11,62.2266,-6.589,50.92,81,89,10.65
466,Wanning,CN,2022-07-05 17:23:12,18.8003,110.3967,81.46,90,85,8.5
467,Shebunino,RU,2022-07-05 17:23:12,46.4339,141.8603,54.41,85,26,5.44
468,Lalibela,ET,2022-07-05 17:23:14,12.0333,39.0333,62.47,67,99,4.7
469,Imbituba,BR,2022-07-05 17:23:14,-28.24,-48.6703,75.09,74,86,4.0
470,San Lorenzo,PY,2022-07-05 17:23:16,-25.3333,-57.5333,85.59,48,0,11.99
471,Belyy Yar,RU,2022-07-05 17:23:16,53.6039,91.3903,67.89,60,0,4.47
472,Trairi,BR,2022-07-05 17:19:31,-3.2778,-39.2689,79.38,66,71,11.43
473,Olavarria,AR,2022-07-05 17:23:17,-36.8927,-60.3225,54.01,71,12,10.18
474,Kavieng,PG,2022-07-05 17:23:17,-2.5744,150.7967,81.57,82,100,13.22
475,Herat,AF,2022-07-05 17:23:18,34.5,62.0,76.3,24,2,33.44
476,Korla,CN,2022-07-05 17:23:18,41.7597,86.1469,88.74,18,0,13.67
477,Ucluelet,CA,2022-07-05 17:23:19,48.9329,-125.5528,58.08,93,98,1.99
478,Suntar,RU,2022-07-05 17:23:19,62.1444,117.6319,58.78,98,100,9.86
479,Oxford,GB,2022-07-05 17:22:16,51.7522,-1.256,71.19,59,99,10.27
480,Haines Junction,CA,2022-07-05 17:23:20,60.7522,-137.5108,55.35,88,24,2.3
481,Patti,IN,2022-07-05 17:23:20,31.2808,74.8572,91.47,38,34,5.73
482,Hell,NO,2022-07-05 17:23:21,63.4455,10.9033,55.31,76,75,17.27
483,Morro Bay,US,2022-07-05 17:23:21,35.3658,-120.8499,80.38,64,35,7.0
484,Maumere,ID,2022-07-05 17:23:22,-8.6199,122.2111,76.68,73,90,11.63
485,Kisber,HU,2022-07-05 17:23:22,47.5029,18.0367,67.93,86,95,13.35
486,Kendal,GB,2022-07-05 17:23:23,54.3268,-2.7476,65.59,69,85,8.61
487,Canar,EC,2022-07-05 17:23:23,-2.55,-78.9333,48.24,91,97,7.78
488,Petropavlovsk-Kamchatskiy,RU,2022-07-05 17:23:24,53.0452,158.6483,52.39,100,100,2.24
489,Alugan,PH,2022-07-05 17:23:21,12.2188,125.4808,78.21,88,100,3.96
490,Avera,US,2022-07-05 17:23:25,33.194,-82.5271,90.55,42,10,4.7
491,Hambantota,LK,2022-07-05 17:23:25,6.1241,81.1185,80.13,77,73,16.02
492,Rio Gallegos,AR,2022-07-05 17:23:25,-51.6226,-69.2181,30.25,86,40,4.61
493,Mumford,GH,2022-07-05 17:23:26,5.2618,-0.759,76.95,87,97,11.63
494,Thaba Nchu,ZA,2022-07-05 17:23:26,-29.2093,26.839,52.14,49,30,6.26
495,Valasske Klobouky,CZ,2022-07-05 17:23:28,49.1406,18.0076,65.57,98,100,4.99
496,Mananjary,MG,2022-07-05 17:23:28,-21.2167,48.3333,67.39,74,8,1.57
497,Whyalla,AU,2022-07-05 17:19:28,-33.0333,137.5833,48.22,79,0,3.18
498,Trinidad,BO,2022-07-05 17:23:29,-14.8333,-64.9,91.38,49,40,13.8
499,Port Blair,IN,2022-07-05 17:23:29,11.6667,92.75,77.04,94,100,5.75
500,Sola,VU,2022-07-05 17:23:29,-13.8833,167.55,80.26,81,36,22.3
501,Niamey,NE,2022-07-05 17:23:30,13.5137,2.1098,97.7,31,74,4.12
502,Vila Franca Do Campo,PT,2022-07-05 17:23:30,37.7167,-25.4333,68.41,75,92,7.38
503,Barcelos,PT,2022-07-05 17:24:31,41.5388,-8.6151,74.68,53,6,8.84
504,Rockport,US,2022-07-05 17:24:31,28.0206,-97.0544,93.25,64,20,11.5
505,Smoky Lake,CA,2022-07-05 17:24:31,54.1169,-112.4686,59.16,94,100,8.05
506,Correntina,BR,2022-07-05 17:24:32,-13.3433,-44.6367,85.12,26,1,7.76
507,Swan River,CA,2022-07-05 17:24:32,52.1058,-101.2676,63.07,63,67,10.42
508,Bichena,ET,2022-07-05 17:24:33,10.45,38.2,57.92,73,63,6.06
509,Vostok,RU,2022-07-05 17:24:33,46.4856,135.8833,61.77,97,33,3.65
510,Purpe,RU,2022-07-05 17:24:33,64.4803,76.6897,57.79,48,4,5.01
511,Grand Baie,MU,2022-07-05 17:24:34,-20.0182,57.5802,70.27,65,57,5.99
512,Williamsport,US,2022-07-05 17:24:34,41.2412,-77.0011,76.39,90,100,1.01
513,Talaya,RU,2022-07-05 17:24:35,61.3833,152.75,60.93,73,100,6.51
514,Sioux Lookout,CA,2022-07-05 17:24:35,50.1001,-91.917,72.88,41,78,7.38
515,Marfino,RU,2022-07-05 17:24:35,55.7028,37.3822,69.94,82,0,4.47
516,Ajdabiya,LY,2022-07-05 17:24:36,30.7554,20.2263,81.88,58,0,15.99
517,Coquimbo,CL,2022-07-05 17:24:36,-29.9533,-71.3436,58.73,54,0,11.5
518,Sawtell,AU,2022-07-05 17:24:36,-30.3833,153.1,65.19,94,100,11.5
519,Karratha,AU,2022-07-05 17:24:37,-20.7377,116.8463,62.42,40,5,7.94
520,Mahajanga,MG,2022-07-05 17:24:37,-15.7167,46.3167,73.42,49,20,4.61
521,Bunia,CD,2022-07-05 17:24:38,1.5667,30.25,70.45,50,46,1.81
522,Sisimiut,GL,2022-07-05 17:24:38,66.9395,-53.6735,42.48,97,100,2.73
523,Santander,ES,2022-07-05 17:24:36,43.4647,-3.8044,69.12,87,100,7.0
524,Viedma,AR,2022-07-05 17:24:39,-40.8135,-62.9967,59.47,24,90,26.91
525,Mezen,RU,2022-07-05 17:24:39,65.8522,44.24,64.13,95,80,6.02
526,Najran,SA,2022-07-05 17:24:40,17.4924,44.1277,93.85,29,69,12.24
527,Bozdar,PK,2022-07-05 17:24:11,27.1828,68.636,99.63,42,66,5.77
528,Cochrane,CA,2022-07-05 17:24:40,51.1834,-114.4687,64.63,55,0,13.8
529,Humberto De Campos,BR,2022-07-05 17:24:40,-2.5983,-43.4611,84.02,64,61,4.68
530,Dauphin,CA,2022-07-05 17:24:41,51.1494,-100.0502,66.34,77,75,5.75
531,Yuci,CN,2022-07-05 17:24:41,37.6803,112.7319,71.35,68,0,2.24
532,Casablanca,MA,2022-07-05 17:24:42,33.5928,-7.6192,77.22,64,40,9.22
533,Pondicherry,IN,2022-07-05 17:21:08,11.93,79.83,82.98,67,100,11.45
534,Sungaipenuh,ID,2022-07-05 17:24:42,-2.0833,101.3833,66.09,94,100,1.74
535,Lugovoy,KZ,2022-07-05 17:24:43,42.9472,72.7644,68.25,47,78,8.88
536,Mantua,IT,2022-07-05 17:24:43,45.1667,10.7833,93.09,53,2,7.02
537,Karabuk,TR,2022-07-05 17:24:15,41.2049,32.6277,71.15,71,0,3.22
538,Chicama,PE,2022-07-05 17:24:44,-7.8447,-79.1469,71.19,60,27,8.99
539,Olinda,BR,2022-07-05 17:24:44,-8.0089,-34.8553,76.73,88,75,6.91
540,Suzuka,JP,2022-07-05 17:24:45,34.8833,136.5833,79.05,92,87,2.28
541,Gorontalo,ID,2022-07-05 17:24:45,0.5412,123.0595,74.1,92,100,1.83
542,Fort Smith,US,2022-07-05 17:24:45,35.3859,-94.3986,98.38,45,0,8.05
543,Zhigansk,RU,2022-07-05 17:24:46,66.7697,123.3711,47.75,70,100,16.96
544,Coahuayana,MX,2022-07-05 17:24:46,18.7333,-103.6833,88.14,63,96,1.25
545,Wonthaggi,AU,2022-07-05 17:24:46,-38.6044,145.5913,42.82,79,2,9.82
546,Rumoi,JP,2022-07-05 17:24:47,43.9344,141.6428,65.53,96,12,1.7
547,Krasnogorskoye,RU,2022-07-05 17:24:47,52.2953,86.1979,58.12,97,100,5.64
548,Matara,LK,2022-07-05 17:25:48,5.9485,80.5353,78.03,87,80,9.37
549,Beisfjord,NO,2022-07-05 17:25:48,68.3751,17.5988,59.05,99,100,7.65
550,Heinola,FI,2022-07-05 17:25:48,61.2056,26.0381,66.99,47,63,10.29
551,Praia Da Vitoria,PT,2022-07-05 17:25:49,38.7333,-27.0667,72.75,76,100,9.17
552,Maarianhamina,AX,2022-07-05 17:25:49,60.0973,19.9348,64.26,68,59,17.27
